codigo;numeracion;denominacion;VENTA UNIDAD
1286;5124330-1;PLACA CIRCUITO EXTENSION 1 SONORO ** 5124530-1;69
1287;5124332-1;PLACA CIRCUITO CONEXION EXTENSION 2 ARCA II ** 5124532-1;84
1288;5124333-1;PLACA CIRCUITO EXTENSION 3 ARCA II **5124533-1;163
1289;5124334-1;PLACA CIRCUITO EXTENSION 4 ARCA II **5124534-1;70
1290;5124335-1;PLACA CIRCUITO EXTENSION 5.0 ARCA II **5124535-1;137
1291;5124336-1;PLACA CIRCUITO BASE ARCA II **5124423-1;520
1292;5124337-1;PLACA CIRCUITO CPU ARCA II **5124409-1;294
1293;5124342-1;PLACA CIRCUITO TELESERVICIO 2005 ARCA II ESP-ENG **5124391-1;599
1294;5124350-1;PLACA CIRCUITO DISTRIBUCION CUADRO DE MANIOBRA ARCA II **5124438-1;200
1295;5124353-1;P.C.CONEXION CUADRO CABINA 110V..127V ** 5124387-1;217
1296;5124354-1;PLACA CIRCUITO CONTROL VENTILADOR E ILUMINACION ARCA II **5124456-1;80
1297;5124362-1;PLACA CIRCUITO CONEXION CUADRO CABINA 220V ..240V ** 5124388-1;230
1298;5124363-1;PLACA CIRCUITO CONEXION CUADRO CABINA C/TELESERVICIO 110 V ** 5124389-1;223
1299;5124364-1;PLACA CIRCUITO CONEXION CUADRO CABINA C/TELESERVICIO 220V ** 5124390-1;178
1300;5124369-1;PLACA CIRCUITO DISTRIBUCION CUADRO MANIOBRA M33 OPTIMIZADO ARCA II **5124438-1;200
1301;5124376-1;PLACA CIRCUITO MEDIDAS COMPLEMENTARIAS MANI.M33 OPTIMIZADO ARCA II **5124455-1;1196
1302;6101004-1;ACEITE GUIAS -LTF (ASCENSORES) (FC) 5L;11
1303;6101006-1;ACEITE HIDRAULICO VESTA 4 C HTL (AZUL);7
1304;6101006-2;BOTELLA 1 L.ACEITE VESTA 4 C;11
1305;6101006-3;ACEITE HIDRAULICO VESTA 5 B HTA (GRIS) (FC);8
1306;6101014-1;DISOLVENTE URKISOL-500 (FH);18
1307;6101039-1;ACEITE MANTENIMIENTO DE CABLES DE TRACCION(FC);113
1308;6101041-1;BOTE 5 KGS.ACEITE MANTENIMIEN.CABLES TRACCION (FC) (1 litro);43
1309;6101054-1;ACEITE SINTETICO TIPO PAO ISO VG 320 (FC);34
1310;6102001-1;CABLE GALVANIZADO GRUZADO DIA. 6 6*19S+AF;2
1311;6102009-1;CABLE LIMITADOR DIAM. 6MM RECORRIDOS LARGOS (FC);3
1312;6102012-1;CABLE ARRASTRE CONTRAPESO D.1,8X1680LONG;68
1313;6102020-1;"""""""SUJETACABLES DE 1/4"""""""" DIN-741 (FC)""""""";1
1314;6102021-1;SUJETACABLES DE 1/4 PARA CABLE DE 8 (FC);2
1315;6102022-1;"""""""SUJETACABLES DE 7/16"""""""" PARA CABLE DE 11 (FC) """"""";2
1316;6102024-1;"""""""SUJETACABLES DE 5/16"""""""" PARA CABLE DE 8 (FC) """"""";2
1317;6102025-1;"""""""SUJETACABLES DE 1/2"""""""" PARA CABLE DE 13 (FC)""""""";3
1318;6102042-1;CABLE ARRASTRE CONTRAPESO D.1,8X1780LONG;5
1319;6102053-1;CABLE SEALE PREFORMADO DIAM.9 8*19+1 (FC);5
1320;6102056-1;CABLE SEALE PREFORMADO DIAM.8 8X19(5X7+1) (FC);5
1321;6102060-1;"""""""TENSOR GALVANIZADO ABIERTO 3/16""""""""""""""";6
1322;6102066-2;CABLE DIAM. 6,5 SDR SES-BRUGG;10
1323;6102072-1;ORONA SDR E- BEKAERT DIAM 6,5 FC P/Metro P/Metro;12
1324;6102154-1;AMARRACABLE CON GIRO Y MUELLE DIAM.8 (FC);92
1325;6103009-1;EMPALME CADENA PASO DE 6;2
1326;6103016-1;CADENA PASO 6X642;88
1327;6103021-1;CADENA ESLABÓN DE 2X10X20 Y 3MTS. DE LARGO;14
1328;6103021-3;CADENA ESLABÓN DE 2X10X20 Y 0,5MTS. DE LARGO;3
1329;6103034-1;KIT RODILLOS PARA CADENA DE COMPENSACION(FC);550
1330;6103056-1;KIT RODILLOS PARA CADENA COMPENSACION;555
1331;6105002-1;CONTRAPESO HORMIGON-FERRICO 820X110X100;32
1332;6105005-1;CONTRAPESO HORMIGON-FERRICO 1070X112X80;33
1333;6106033-1;CRISTAL ARMADO INCOLORO 188X923X6 P-9519B;43
1334;6107001-1;CHAVETA TALON 169X24X22/14 BT-5;110
1335;6107005-1;CHAVETA DE 10X8X70 DIN.6885-AA;1
1336;6107007-1;CHAVETA DE 8X7X50 DIN.6885-AA;1
1337;6107008-1;CHAVETA DE 10X6X56 DIN.6885-AA;16
1338;6107010-1;CHAVETA DE 20X12X60 DIN.6885-AB;3
1339;6107013-1;CHAVETA DE 10X8X22 DIN.6885-AA;1
1340;6107015-1;CHAVETA DE 10X8X50 DIN-6885-A;1
1341;6107016-1;CHAVETA A 20X12X80 DIN-6885-AA;4
1342;6107023-1;CHAVETA DE 12X8X120 DIN-6885-A;2
1343;6107024-1;CHAVETA DE 12X8X50 DIN-6885-A;6
1344;6107025-1;CHAVETA DE 20X12X100 DIN-6885-AB;5
1345;6107028-1;CHAVETA DE 16X10X100 DIN-6885-A;3
1346;6110008-1;SECTOR FRENANTE DIAMETRO 180 117X60X6 (FC);13
1347;6110010-1;SECTOR FRENANTE DIAMETRO 210 220X70X6 (FH);94
1348;6110013-1;SECTOR FRENANTE DIAMETRO 210 128X60X6 (FC);18
1349;6110015-1;SECTOR FRENANTE DIAMETRO 322 195X55X6 (FC);63
1350;6110017-1;SECTOR FRENANTE O-140 DE 123X60X6;24
1351;6111003-1;TOPE A PRESION CON RANURA REFERENCIA 10152.;0
1352;6111005-1;TOPE GOMA CIERRE PUERTA REF-5973;1
1353;6111012-1;GOMA SOPORTE CABINA REFERENCIA 5060;1
1354;6111015-1;TOPE GOMA NUEVA PUERTA;1
1355;6111016-1;TOPE GOMA NUEVA PUERTA;0
1356;6111017-1;TOPE GOMA NUEVA PUERTA;1
1357;6111038-1;TOPE GOMA GUIAS MECANISMO CD-800;3
1358;6111041-1;JUNTA TORICA 50X34X8 ACRIL-NITRILO NBR;14
1359;6111045-1;GOMA SUJECION MULTIPLE;2
1360;6111048-1;AMORTIGUADOR AISLANTE 25X120X240 (FC);25
1361;6111049-1;GRUPO RUEDECILLA LIMITA.VELOCID.TIPO E;274
1362;6111051-1;JUNTA TORICA 85X78X3,5;1
1363;6111052-1;JUNTA TORICA 114,56X107,5X3,53;2
1364;6111054-1;RETEN 65X45X8;11
1365;6111056-1;RETEN 40X70X10 BA (EPIDOR);15
1366;6111057-1;RETEN 65X95X10 BA (EPIDOR);59
1367;6111058-1;RETEN 75X95X10 BA (EPIDOR);22
1368;6111059-1;JUNTA TORICA 89X97X4;2
1369;6111060-1;JUNTA TORICA 129,77X136,83X3,53;3
1370;6111061-1;MENBRANA INTERMEDIA (FC);6
1371;6111066-1;RETEN BAFUD4X7 74X95X10 (EPIDOR) (FC);27
1372;6111069-1;JUNTA TORICA OR-101,27-2,62;1
1373;6111070-1;RETEN BAUD4SL 80X110X10 (EPIDOR) (FC);31
1374;6111072-1;JUNTA TORICA 95X102X3,5;3
1375;6111133-2;CORREA DENTADA POS.TIPO II HIDRAULICO (FC);10
1376;6111137-1;ANTIVIBRADOR DINAFLEX MACHO-MACHO 60/25 M-10 (FC);10
1377;6111145-1;RODILLO RECUBIERTO DE GOMA DIAMETRO 50X300 (FC);117
1378;6111149-1;GOMA EXPULSORA PULSANTE OR02;1
1379;6111150-1;GOMA EXPULSORA PULSADOR BOT.ORONA_96;0
1380;6111153-1;AISLANTE MÁQUINA DIAM.85 L 110;32
1381;6111153-3;AISLANTE MÁQUINA DIAM.120 L 240;75
1382;6111167-1;SYLOMER P-25 (SR-220) ROJO 160X120;59
1383;6111168-1;SYLOMER P-25 (SR-220) ROJO 240X120;88
1384;6111169-1;SYLOMER V-25 (SR-450) GRIS 160X120;78
1385;6111175-1;SYLOMER L=12 ADHESIVO ARCA II;6
1386;6112004-1;RUEDA DE NYLON SABIEM;19
1387;6112038-1;MARCO PARA INDICADOR Y FLECHAS;1
1388;6112048-1;LAMPARA PARA PROYECTOR FOTOCELULA;12
1389;6113020-1;MUELLE FRENO G-180 PARA O-164/O-130;5
1390;6113025-1;MUELLE GATILLO CIERRE ORONA_96;0
1391;6113052-1;MUELLE A COMPR.D.HILO=2 DM=13 L=58;2
1392;6113066-1;MUELLE A TRACCION D.2,3 DM=13 L=72,3;9
1393;6113071-1;MUELLE A TRACCIÓN (FC);4
1394;6113079-1;MUELLE A TRACCION 1,4DX12DMX57LONG.;2
1395;6113086-1;MUELLE CERROJO SABIEM;0
1396;6113089-1;MUELLE DISPOSIT.SEGURIDAD CERROJO;4
1397;6113095-1;MUELLE PUERTA ARTICULADA;4
1398;6113096-1;MUELLE PUERTA ARTICULADA;0
1399;6113098-1;MUELLE MECANISMO CC-800 Y CD-800;7
1400;6113099-1;MUELLE CARRO CC-801;6
1401;6113101-1;MUELLE A TRACC.D.HILO=1,5 DM=11 L=153,6;1
1402;6113102-1;REPUESTO BOBINA DE ENCLAVAMIENTO A DISTANCIA (FC);46
1403;6113108-1;RESORTE DE COMPRESION 5,5DM*87;9
1404;6113126-1;RESORTE A COMPRESION 2,8 d 28,8 Dm X 40 L.;2
1405;6113135-1;MUELLE ELECTROFRENO O-140;3
1406;6113147-1;BOBINA ENCLAVAMIENTO A DISTANCIA LIMITADOR L-250;60
1407;6114004-1;ENGRASADOR STAUFER N-4 1/4;69
1408;6114005-1;ENGRASADOR STAUFER N-5 1/4;72
1409;6114009-1;"""""""ENGRASADOR TEKALEMIT 1/4"""""""" GAS""""""";2
1410;6115014-1;ADHESIVO EPX DP-810 50 cc.;76
1411;6115015-1;APLICADOR ADHESIVO EPX;255
1412;6115016-1;BOQUILLA ADHESIVO EPX;6
1413;6115026-1;SILICONA NEUTRA SOLYPLAST (STANPLAST 310 CM3);14
1414;6115030-1;LIMPIADOR ABRILLANTADOR DE ACERO INOXIDABLE - 3M;49
1415;6115032-1;BOTE COLA DE CONTACTO 250 ML REFERENCIA 61202;19
1416;6115034-1;40+FORTY PLUS 40 (AMBERSIL);29
1417;6115035-1;BOTE GRASA DE APLICACION GENERAL FOK-2E 5 Kg (FC);140
1418;6116009-1;ADHESIVO DESENCLAVAMIENTO PUERTA PISO;3
1419;6116013-1;TARJETA CONTROL ACEITE MINERAL;2
1420;6116021-1;AUTOADHESIVO ACEITE Y POSICION CABLES G02;4
1421;6116026-1;PLACA GANCHO 500 Kg;3
1422;6116048-1;PLACA SUBE-BAJA MAQUINA;2
1423;6116059-1;PLACA PRECAUCION EN EUSKERA;7
1424;6116060-1;PLACA PELIGRO CUARTO MAQUINAS;9
1425;6116065-1;PLACA IDENTIFICACION MONTACARGAS;9
1426;6116066-1;PLACA PROHIBIDO MENORES 14 AÑOS;5
1427;6116067-1;PLACA INSTRUCCIONES PROHIBIDO;5
1428;6116068-1;PLACA PRECAUCION EN CASTELLANO;5
1429;6116081-1;PEGATINA CABLE POLEA M33_V3 CP ESTRECHO;2
1430;6116101-1;AUTOADHESIVO EXTERIOR TIRADOR IZQUIERDO ORONA;1
1431;6116102-1;AUTOADHESIVO EXTERIOR TIRADOR DERECHO ORONA;21
1432;6116103-1;AUTOADHESI.PARA BOTONERA 1 PULSADOR;4
1433;6116105-1;AUTOADHESI.PARA FONDO TIRADOR;3
1434;6116121-1;PLACA INSTRUC.S/CIT.AUTOADHE.CABINA F-80;7
1435;6116270-1;ADHESIVO CUADRO MANI.CONTACTORES GENERAL ELECTRIC;1
1436;6116271-1;ADHESIVO ATENCION RESCATE;3
1437;6116272-1;AUTOADHESIVO INSCRIP.SOBRECARGA TRASPARENTE;2
1438;6116363-1;AUTOADHESIVO INTERIOR TIRADOR PISO-2;2
1439;6116364-1;AUTOADHESIVO INTERIOR TIRADOR PISO-1;2
1440;6116365-1;AUTOADHESIVO INTERIOR TIRADOR PISO 0;23
1441;6116366-1;AUTOADHESIVO INTERIOR TIRADOR PISO 1;2
1442;6116368-1;AUTOADHESIVO INTERIOR TIRADOR PISO 3;3
1443;6116369-1;AUTOADHESIVO INTERIOR TIRADOR PISO 4;24
1444;6116370-1;AUTOADHESIVO INTERIOR TIRADOR PISO 5;2
1445;6116371-1;AUTOADHESIVO INTERIOR TIRADOR PISO 6;2
1446;6116372-1;AUTOADHESIVO INTERIOR TIRADOR PISO 7;2
1447;6116373-1;AUTOADHESIVO INTERIOR TIRADOR PISO 8;2
1448;6116374-1;AUTOADHESIVO INTERIOR TIRADOR PISO 9;2
1449;6116420-1;PLACA CABINA AS INSCRIPCION ORONA;4
1450;6116422-1;PLACA CABINA AS SIN INSCRIPCION;3
1451;6116423-1;PLACA CABINA AS INSCRIPCION 300 Kg 4 PERSONAS;6
1452;6116424-1;PLACA CABINA AS INSCRIPCION 320 Kg 4 PERSONAS;7
1453;6116425-1;PLACA CABINA AS INSCRIPCION 375 Kg 5 PERSONAS;11
1454;6116426-1;PLACA CABINA AS INSCRIPCION 400 Kg 5 PERSONAS;9
1455;6116427-1;PLACA CABINA AS INSCRIPCION 450 Kg 6 PERSONAS;5
1456;6116428-1;PLACA CABINA AS INSCRIPCION 500 Kg 6 PERSONAS;3
1457;6116429-1;PLACA CABINA AS INSCRIPCION 630 Kg 8 PERSONAS;9
1458;6116430-1;PLACA CABINA AS INSCRIPCION 875 Kg 11 PERSONAS;7
1459;6116431-1;PLACA CABINA AS INSCRIPCION 1000 Kg 13 PERSONAS;7
1460;6116432-1;PLACA CABINA AS INSCRIPCION 720 Kg 9 PERSONAS;4
1461;6116433-1;PLACA CABINA AS INSCRIPCION 800 Kg 10 PERSONAS;5
1462;6116434-1;PLACA CABINA AS INSCRIPCION 525 Kg 7 PERSONAS;4
1463;6116443-1;AUTOADHESIVO PROHIBIDO PISAR;8
1464;6116447-1;AUTOADHESIVO INSCRIPCION SOBRECARGA OR02;1
1465;6116482-1;PLACA INSTRUC.CUARTO MAQUINAS (ESPAQOL);9
1466;6116489-1;PLACA INSTRUC.BOTONERA SOCORRO (ESPAQOL);12
1467;6116502-1;PLACA INSTRUCCIONES RESCATE AUTONOM.(ESPAÑOL) (FC);37
1468;6116513-1;ETIQUETA ADHESIVA MANTENIMIENTO SAI CASTELLANO(FC);29
1469;6116569-1;PLACA INSTALACION CUARTO MAQUINAS HIDRAULICO;13
1470;6116599-1;AUTOADHESIVO PROHIBICION APOYO EN BARANDILLA;1
1471;6116600-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION A;3
1472;6116602-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION P;3
1473;6116604-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION E1;3
1474;6116605-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION E2;3
1475;6116606-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION-5;5
1476;6116607-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION-4;5
1477;6116608-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION-3;5
1478;6116620-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION 9;5
1479;6116621-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION 10;5
1480;6116622-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION 11;3
1481;6116623-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION 12;3
1482;6116624-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION 13;3
1483;6116625-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION 14;3
1484;6116626-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION 15;3
1485;6116627-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION 16;3
1486;6116628-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION 17;3
1487;6116629-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION 18;3
1488;6116630-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION 19;3
1489;6116631-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION 20;3
1490;6116632-1;AUTOADHESIVO IDENTIFICACION CONTRA INCENDIOS;12
1491;6116633-1;AUTOADHE.PROHIBICION USO ASCENSOR EN CASO INCENDIO;7
1492;6116635-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION ALT;3
1493;6116636-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION STOP;3
1494;6116639-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCIÓN CIERRE PUERTA;5
1495;6116640-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION ANULACION;3
1496;6116641-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION VENTILADOR;3
1497;6116644-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION S;3
1498;6116645-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION RC;3
1499;6116646-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION RJ;3
1500;6116647-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION D;5
1501;6116648-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION R;176
1502;6116650-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION-7;204
1503;6116651-1;PLACA POLICARBONATO AUTOADHESIVO INSCRIPCION-6;223
1504;6116652-1;PEGATINA MONTACOCHES EN CASTELLANO;7
1505;6116653-1;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""1""""""""""""""";25
1506;6116653-10;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""10""""""""""""""";19
1507;6116653-11;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""11""""""""""""""";34
1508;6116653-12;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""12""""""""""""""";34
1509;6116653-13;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""13""""""""""""""";34
1510;6116653-14;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""14""""""""""""""";34
1511;6116653-15;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""15""""""""""""""";34
1512;6116653-16;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""16""""""""""""""";34
1513;6116653-17;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""17""""""""""""""";34
1514;6116653-18;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""18""""""""""""""";34
1515;6116653-19;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""19""""""""""""""";34
1516;6116653-2;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""2""""""""""""""";26
1517;6116653-20;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""20""""""""""""""";34
1518;6116653-21;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""21""""""""""""""";34
1519;6116653-22;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""22""""""""""""""";34
1520;6116653-23;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""23""""""""""""""";34
1521;6116653-24;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""24""""""""""""""";34
1522;6116653-25;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""25""""""""""""""";34
1523;6116653-26;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""26""""""""""""""";34
1524;6116653-3;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""3""""""""""""""";28
1525;6116653-4;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""4""""""""""""""";19
1526;6116653-40;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""0""""""""""""""";27
1527;6116653-41;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""-1""""""""""""""";32
1528;6116653-42;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""-2""""""""""""""";32
1529;6116653-43;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""-3""""""""""""""";34
1530;6116653-44;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""-4""""""""""""""";34
1531;6116653-45;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""-5""""""""""""""";34
1532;6116653-46;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""-6""""""""""""""";34
1533;6116653-47;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""-7""""""""""""""";34
1534;6116653-48;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""-8""""""""""""""";34
1535;6116653-49;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""-9""""""""""""""";34
1536;6116653-5;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""5""""""""""""""";19
1537;6116653-50;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""B""""""""""""""";34
1538;6116653-51;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""E""""""""""""""";34
1539;6116653-52;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""ABREPUERTAS""""""""""""""";27
1540;6116653-53;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""CIERRAPUERTAS""""""""""""""";25
1541;6116653-54;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""VENTILADOR""""""""""""""";34
1542;6116653-55;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""TELEFONO""""""""""""""";34
1543;6116653-6;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""6""""""""""""""";34
1544;6116653-7;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""7""""""""""""""";34
1545;6116653-75;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""EN BLANCO""""""""""""""";19
1546;6116653-8;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""8""""""""""""""";34
1547;6116653-9;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""9""""""""""""""";34
1548;6116654-1;"""""""PLACA BRAILLE DMG BRUTUS CBBK30K00_""""""""BOMBERO 0/1""""""""""""""";19
1549;6116655-1;"""""""PLACA BRAILLE DMG BRUTUS CBBN30R00_""""""""ARRIBA""""""""""""""";19
1550;6116655-2;"""""""PLACA BRAILLE DMG BRUTUS CBBN30R00_""""""""ABAJO""""""""""""""";19
1551;6116655-3;"""""""PLACA BRAILLE DMG BRUTUS CBBN30R00_""""""""ARRIBA/ABAJO""""""""""""""";15
1552;6116655-4;"""""""PLACA BRAILLE DMG BRUTUS CBBN30R00_""""""""TRI ABAJO 0/1""""""""""""""";19
1553;6116656-1;"""""""PLACA BRAILLE DMG BRUTUS CBBN30B00_""""""""ALARMA""""""""""""""";29
1554;6116660-1;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIP.""""""""1""""""""""""""";4
1555;6116660-10;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""10""""""""""""""";4
1556;6116660-11;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""11""""""""""""""";4
1557;6116660-12;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""12""""""""""""""";4
1558;6116660-13;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""13""""""""""""""";4
1559;6116660-14;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""14""""""""""""""";4
1560;6116660-15;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIP.""""""""15""""""""""""""";4
1561;6116660-16;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""16""""""""""""""";4
1562;6116660-17;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""17""""""""""""""";4
1563;6116660-18;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""18""""""""""""""";4
1564;6116660-19;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""19""""""""""""""";4
1565;6116660-2;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIP.""""""""2""""""""""""""";4
1566;6116660-20;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""20""""""""""""""";4
1567;6116660-3;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIP.""""""""3""""""""""""""";4
1568;6116660-4;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIP.""""""""4""""""""""""""";4
1569;6116660-40;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIP.""""""""0""""""""""""""";4
1570;6116660-41;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIP.""""""""-1""""""""""""""";4
1571;6116660-42;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""-2""""""""""""""";4
1572;6116660-43;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIP.""""""""-3""""""""""""""";4
1573;6116660-44;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""-4""""""""""""""";4
1574;6116660-45;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""-5""""""""""""""";4
1575;6116660-5;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIP.""""""""5""""""""""""""";4
1576;6116660-50;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""B""""""""""""""";4
1577;6116660-51;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIP.""""""""E""""""""""""""";4
1578;6116660-6;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIP.""""""""6""""""""""""""";4
1579;6116660-7;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""7""""""""""""""";4
1580;6116660-75;PLACA BRAILLE AUTOADHESIVA MB S/INSCRIPCION;4
1581;6116660-8;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""8""""""""""""""";4
1582;6116660-9;"""""""PLACA BRAILLE AUTOADHESIVA MB INSCRIPCION """"""""9""""""""""""""";4
1583;6116680-1;PLACA CABINA AS INSCRIPC.225 Kg 3 PERSONAS;8
1584;6116752-1;"""""""PLACA INSCRIPCION DE PISO """"""""1"""""""" (FC)""""""";6
1585;6116752-10;"""""""PLACA INSCRIPCION DE PISO """"""""10"""""""" (FC)""""""";6
1586;6116752-11;"""""""PLACA INSCRIPCION DE PISO """"""""11"""""""" (FC)""""""";6
1587;6116752-12;"""""""PLACA INSCRIPCION DE PISO """"""""12"""""""" (FC)""""""";6
1588;6116752-13;"""""""PLACA INSCRIPCION DE PISO """"""""13"""""""" (FC)""""""";6
1589;6116752-14;"""""""PLACA INSCRIPCION DE PISO """"""""14"""""""" (FC)""""""";6
1590;6116752-15;"""""""PLACA INSCRIPCION DE PISO """"""""15"""""""" (FC)""""""";6
1591;6116752-16;"""""""PLACA INSCRIPCION DE PISO """"""""16"""""""" (FC)""""""";6
1592;6116752-17;"""""""PLACA INSCRIPCION DE PISO """"""""17"""""""" (FC)""""""";6
1593;6116752-18;"""""""PLACA INSCRIPCION DE PISO """"""""18"""""""" (FC)""""""";6
1594;6116752-19;"""""""PLACA INSCRIPCION DE PISO """"""""19"""""""" (FC)""""""";6
1595;6116752-2;"""""""PLACA INSCRIPCION DE PISO """"""""2"""""""" (FC)""""""";6
1596;6116752-20;"""""""PLACA INSCRIPCION DE PISO """"""""20"""""""" (FC)""""""";6
